"","year","region","state","state_code","sex","V1"
"473",2008,"Northeast","Rio Grande do Norte",24,"male",71.8273413272481
"474",2009,"Northeast","Rio Grande do Norte",24,"male",71.796729791037
"475",2010,"Northeast","Rio Grande do Norte",24,"male",72.4959757888788
"476",2011,"Northeast","Rio Grande do Norte",24,"male",71.3021477247142
"477",2012,"Northeast","Rio Grande do Norte",24,"male",71.4923295451803
"478",2013,"Northeast","Rio Grande do Norte",24,"male",71.0682939535857
"479",2014,"Northeast","Rio Grande do Norte",24,"male",71.3042848867016
"480",2015,"Northeast","Rio Grande do Norte",24,"male",71.0146233025262
"481",2000,"Northeast","Paraíba",25,"female",76.3383317136878
"482",2001,"Northeast","Paraíba",25,"female",76.2918165419078
"483",2002,"Northeast","Paraíba",25,"female",76.1978089299287
"484",2003,"Northeast","Paraíba",25,"female",76.4191367847374
"485",2004,"Northeast","Paraíba",25,"female",76.4959075877736
"486",2005,"Northeast","Paraíba",25,"female",77.1098540039665
"487",2006,"Northeast","Paraíba",25,"female",77.3437005146497
"488",2007,"Northeast","Paraíba",25,"female",77.2531063430944
"489",2008,"Northeast","Paraíba",25,"female",76.9846528631849
"490",2009,"Northeast","Paraíba",25,"female",77.0436715725222
"491",2010,"Northeast","Paraíba",25,"female",77.2101827365648
"492",2011,"Northeast","Paraíba",25,"female",77.1358258534106
"493",2012,"Northeast","Paraíba",25,"female",77.0827176770145
"494",2013,"Northeast","Paraíba",25,"female",76.9160645852746
"495",2014,"Northeast","Paraíba",25,"female",77.5509082384936
"496",2015,"Northeast","Paraíba",25,"female",77.4229078868323
"497",2000,"Northeast","Paraíba",25,"male",69.8606136705112
"498",2001,"Northeast","Paraíba",25,"male",70.7817580307972
"499",2002,"Northeast","Paraíba",25,"male",70.2844479838128
"500",2003,"Northeast","Paraíba",25,"male",70.6087517872835
"501",2004,"Northeast","Paraíba",25,"male",70.1189819302225
"502",2005,"Northeast","Paraíba",25,"male",70.5939469363163
"503",2006,"Northeast","Paraíba",25,"male",71.1065669961942
"504",2007,"Northeast","Paraíba",25,"male",70.49746505157
"505",2008,"Northeast","Paraíba",25,"male",69.6721487174525
"506",2009,"Northeast","Paraíba",25,"male",70.0486762042743
"507",2010,"Northeast","Paraíba",25,"male",69.7729038429353
"508",2011,"Northeast","Paraíba",25,"male",69.3263411550757
"509",2012,"Northeast","Paraíba",25,"male",69.3371849954076
"510",2013,"Northeast","Paraíba",25,"male",69.2926037922588
"511",2014,"Northeast","Paraíba",25,"male",69.9107865497269
"512",2015,"Northeast","Paraíba",25,"male",69.8114638600933
"513",2000,"Northeast","Pernambuco",26,"female",74.1137853704278
"514",2001,"Northeast","Pernambuco",26,"female",74.9167062259199
"515",2002,"Northeast","Pernambuco",26,"female",75.0176844483992
"516",2003,"Northeast","Pernambuco",26,"female",74.9718024512024
"517",2004,"Northeast","Pernambuco",26,"female",75.0098492683969
"518",2005,"Northeast","Pernambuco",26,"female",75.627857154161
"519",2006,"Northeast","Pernambuco",26,"female",76.1849832246712
"520",2007,"Northeast","Pernambuco",26,"female",76.2913063999122
"521",2008,"Northeast","Pernambuco",26,"female",76.2483935269324
"522",2009,"Northeast","Pernambuco",26,"female",76.4123889296854
"523",2010,"Northeast","Pernambuco",26,"female",76.8964252594686
"524",2011,"Northeast","Pernambuco",26,"female",76.7034613940908
"525",2012,"Northeast","Pernambuco",26,"female",76.7394929336856
"526",2013,"Northeast","Pernambuco",26,"female",76.9226139644096
"527",2014,"Northeast","Pernambuco",26,"female",77.4134527467153
"528",2015,"Northeast","Pernambuco",26,"female",76.8626853739263
"529",2000,"Northeast","Pernambuco",26,"male",65.6110544706525
"530",2001,"Northeast","Pernambuco",26,"male",65.9996717618349
"531",2002,"Northeast","Pernambuco",26,"male",66.5090885891856
"532",2003,"Northeast","Pernambuco",26,"male",66.7515980135287
"533",2004,"Northeast","Pernambuco",26,"male",67.0304224481834
"534",2005,"Northeast","Pernambuco",26,"male",67.7242923261366
"535",2006,"Northeast","Pernambuco",26,"male",68.0934081905355
"536",2007,"Northeast","Pernambuco",26,"male",67.9180029419239
"537",2008,"Northeast","Pernambuco",26,"male",68.2238911861397
"538",2009,"Northeast","Pernambuco",26,"male",68.453426625711
"539",2010,"Northeast","Pernambuco",26,"male",68.8781220721913
"540",2011,"Northeast","Pernambuco",26,"male",68.6705206684564
"541",2012,"Northeast","Pernambuco",26,"male",69.1661123288602
"542",2013,"Northeast","Pernambuco",26,"male",69.271397891109
"543",2014,"Northeast","Pernambuco",26,"male",69.5860648797498
"544",2015,"Northeast","Pernambuco",26,"male",68.9535496870513
"545",2000,"Northeast","Alagoas",27,"female",74.7875475695471
"546",2001,"Northeast","Alagoas",27,"female",73.8311864565851
"547",2002,"Northeast","Alagoas",27,"female",73.8796514261158
"548",2003,"Northeast","Alagoas",27,"female",75.1039355819955
"549",2004,"Northeast","Alagoas",27,"female",74.5385156438129
"550",2005,"Northeast","Alagoas",27,"female",75.1130430361535
"551",2006,"Northeast","Alagoas",27,"female",76.2651782808581
"552",2007,"Northeast","Alagoas",27,"female",75.6756384905776
"553",2008,"Northeast","Alagoas",27,"female",76.3717723216073
"554",2009,"Northeast","Alagoas",27,"female",75.9267309247897
"555",2010,"Northeast","Alagoas",27,"female",75.9510980937893
"556",2011,"Northeast","Alagoas",27,"female",75.7596256013411
"557",2012,"Northeast","Alagoas",27,"female",76.1693353330383
"558",2013,"Northeast","Alagoas",27,"female",76.0394853264114
"559",2014,"Northeast","Alagoas",27,"female",76.4516035571212
"560",2015,"Northeast","Alagoas",27,"female",76.0635364006059
"561",2000,"Northeast","Alagoas",27,"male",68.7564577832273
"562",2001,"Northeast","Alagoas",27,"male",67.8341526586844
"563",2002,"Northeast","Alagoas",27,"male",67.7190208637352
"564",2003,"Northeast","Alagoas",27,"male",68.3030751904677
"565",2004,"Northeast","Alagoas",27,"male",68.5589608576566
"566",2005,"Northeast","Alagoas",27,"male",69.1369075751709
"567",2006,"Northeast","Alagoas",27,"male",68.8201280433919
"568",2007,"Northeast","Alagoas",27,"male",67.8744809082664
"569",2008,"Northeast","Alagoas",27,"male",68.4477718096216
"570",2009,"Northeast","Alagoas",27,"male",68.2542104407827
"571",2010,"Northeast","Alagoas",27,"male",67.9502541684567
"572",2011,"Northeast","Alagoas",27,"male",67.4403459833359
"573",2012,"Northeast","Alagoas",27,"male",68.2367901307835
"574",2013,"Northeast","Alagoas",27,"male",67.7145304074329
"575",2014,"Northeast","Alagoas",27,"male",68.2042692422179
"576",2015,"Northeast","Alagoas",27,"male",68.6142962064037
"577",2000,"Northeast","Sergipe",28,"female",74.4022461751103
"578",2001,"Northeast","Sergipe",28,"female",74.600708522687
"579",2002,"Northeast","Sergipe",28,"female",75.1292408704569
"580",2003,"Northeast","Sergipe",28,"female",75.6814973145994
"581",2004,"Northeast","Sergipe",28,"female",76.2436053536321
"582",2005,"Northeast","Sergipe",28,"female",76.3316722735168
"583",2006,"Northeast","Sergipe",28,"female",76.6753413282824
"584",2007,"Northeast","Sergipe",28,"female",77.0458769145719
"585",2008,"Northeast","Sergipe",28,"female",76.6203578157498
"586",2009,"Northeast","Sergipe",28,"female",76.8640569635415
"587",2010,"Northeast","Sergipe",28,"female",77.3169214440634
"588",2011,"Northeast","Sergipe",28,"female",76.7740588451839
"589",2012,"Northeast","Sergipe",28,"female",76.7552005794866
"590",2013,"Northeast","Sergipe",28,"female",77.1094524446809
"591",2014,"Northeast","Sergipe",28,"female",77.3454027082835
"592",2015,"Northeast","Sergipe",28,"female",76.7165659616283
"593",2000,"Northeast","Sergipe",28,"male",68.5981838047594
"594",2001,"Northeast","Sergipe",28,"male",68.4814430394499
"595",2002,"Northeast","Sergipe",28,"male",68.4913788728191
"596",2003,"Northeast","Sergipe",28,"male",69.435975618716
"597",2004,"Northeast","Sergipe",28,"male",69.5400515088131
"598",2005,"Northeast","Sergipe",28,"male",69.4673734603471
"599",2006,"Northeast","Sergipe",28,"male",70.3086230370429
"600",2007,"Northeast","Sergipe",28,"male",70.4874863588674
"601",2008,"Northeast","Sergipe",28,"male",70.2007460004232
"602",2009,"Northeast","Sergipe",28,"male",69.8027366102367
"603",2010,"Northeast","Sergipe",28,"male",69.6818911765332
"604",2011,"Northeast","Sergipe",28,"male",69.6457649019329
"605",2012,"Northeast","Sergipe",28,"male",69.337202826955
"606",2013,"Northeast","Sergipe",28,"male",69.1173460373511
"607",2014,"Northeast","Sergipe",28,"male",69.4010661874478
"608",2015,"Northeast","Sergipe",28,"male",68.3610590773242
"609",2000,"Northeast","Bahia",29,"female",76.7709367553044
"610",2001,"Northeast","Bahia",29,"female",77.0570183038372
"611",2002,"Northeast","Bahia",29,"female",76.9298960790241
"612",2003,"Northeast","Bahia",29,"female",77.1440238247133
"613",2004,"Northeast","Bahia",29,"female",77.4238330940459
"614",2005,"Northeast","Bahia",29,"female",77.6956891132319
"615",2006,"Northeast","Bahia",29,"female",77.6650362541376
"616",2007,"Northeast","Bahia",29,"female",78.1839762084078
"617",2008,"Northeast","Bahia",29,"female",78.0549043888085
"618",2009,"Northeast","Bahia",29,"female",78.0351922047102
"619",2010,"Northeast","Bahia",29,"female",78.0192329880879
"620",2011,"Northeast","Bahia",29,"female",77.9356445307644
"621",2012,"Northeast","Bahia",29,"female",77.9969467844877
"622",2013,"Northeast","Bahia",29,"female",78.2235090675981
"623",2014,"Northeast","Bahia",29,"female",78.4352632291911
"624",2015,"Northeast","Bahia",29,"female",78.0317205636209
"625",2000,"Northeast","Bahia",29,"male",71.1669562624128
"626",2001,"Northeast","Bahia",29,"male",70.9869408968841
"627",2002,"Northeast","Bahia",29,"male",70.9885377155752
"628",2003,"Northeast","Bahia",29,"male",71.1151879661995
"629",2004,"Northeast","Bahia",29,"male",71.2875885084431
"630",2005,"Northeast","Bahia",29,"male",71.8162707921852
"631",2006,"Northeast","Bahia",29,"male",71.377989305065
"632",2007,"Northeast","Bahia",29,"male",71.6372597437307
"633",2008,"Northeast","Bahia",29,"male",71.1300715606796
"634",2009,"Northeast","Bahia",29,"male",70.9039845848775
"635",2010,"Northeast","Bahia",29,"male",70.710730631557
"636",2011,"Northeast","Bahia",29,"male",70.906796272075
"637",2012,"Northeast","Bahia",29,"male",70.6911761742458
"638",2013,"Northeast","Bahia",29,"male",70.8507298712279
"639",2014,"Northeast","Bahia",29,"male",70.6257963762755
"640",2015,"Northeast","Bahia",29,"male",70.8004702670255
"641",2000,"South","Paraná",41,"female",75.3480649772702
"642",2001,"South","Paraná",41,"female",76.139601994529
"643",2002,"South","Paraná",41,"female",76.1672213395034
"644",2003,"South","Paraná",41,"female",76.5264965246826
"645",2004,"South","Paraná",41,"female",76.3622063685982
"646",2005,"South","Paraná",41,"female",77.0570896064857
"647",2006,"South","Paraná",41,"female",77.0427980719531
"648",2007,"South","Paraná",41,"female",77.4134895757554
"649",2008,"South","Paraná",41,"female",77.3700944278739
"650",2009,"South","Paraná",41,"female",77.7830971593945
"651",2010,"South","Paraná",41,"female",77.6416822412054
"652",2011,"South","Paraná",41,"female",77.9046193996313
"653",2012,"South","Paraná",41,"female",78.2755746901025
"654",2013,"South","Paraná",41,"female",78.3568700990528
"655",2014,"South","Paraná",41,"female",78.7487970529446
"656",2015,"South","Paraná",41,"female",78.9778574321082
"657",2000,"South","Paraná",41,"male",68.5308208095886
"658",2001,"South","Paraná",41,"male",69.192748441993
"659",2002,"South","Paraná",41,"male",69.1989610091556
"660",2003,"South","Paraná",41,"male",69.3623778293232
"661",2004,"South","Paraná",41,"male",69.1962264132623
"662",2005,"South","Paraná",41,"male",69.9564467489549
"663",2006,"South","Paraná",41,"male",70.1084891609292
"664",2007,"South","Paraná",41,"male",70.2914857084579
"665",2008,"South","Paraná",41,"male",70.2112147313261
"666",2009,"South","Paraná",41,"male",70.3019011212369
"667",2010,"South","Paraná",41,"male",70.5296820008578
"668",2011,"South","Paraná",41,"male",70.6242856017483
"669",2012,"South","Paraná",41,"male",71.050376460627
"670",2013,"South","Paraná",41,"male",71.5356195108756
"671",2014,"South","Paraná",41,"male",72.1965887980461
"672",2015,"South","Paraná",41,"male",72.4014292446403
"673",2000,"South","Santa Catarina",42,"female",76.2022715531694
"674",2001,"South","Santa Catarina",42,"female",76.834502212457
"675",2002,"South","Santa Catarina",42,"female",77.0328562474639
"676",2003,"South","Santa Catarina",42,"female",77.2894675777758
"677",2004,"South","Santa Catarina",42,"female",77.2995519121287
"678",2005,"South","Santa Catarina",42,"female",77.9549590917066
"679",2006,"South","Santa Catarina",42,"female",78.2215483912079
"680",2007,"South","Santa Catarina",42,"female",78.1821539612268
"681",2008,"South","Santa Catarina",42,"female",78.6750534700367
"682",2009,"South","Santa Catarina",42,"female",78.5129185031771
"683",2010,"South","Santa Catarina",42,"female",78.6679744874785
"684",2011,"South","Santa Catarina",42,"female",78.6491541360328
"685",2012,"South","Santa Catarina",42,"female",79.0948787332453
"686",2013,"South","Santa Catarina",42,"female",79.4664656380174
"687",2014,"South","Santa Catarina",42,"female",79.6724049728329
"688",2015,"South","Santa Catarina",42,"female",79.9794089756302
"689",2000,"South","Santa Catarina",42,"male",69.2828348969203
"690",2001,"South","Santa Catarina",42,"male",69.6969836636258
"691",2002,"South","Santa Catarina",42,"male",69.9121164768716
"692",2003,"South","Santa Catarina",42,"male",69.9917697515005
"693",2004,"South","Santa Catarina",42,"male",70.0584728777149
"694",2005,"South","Santa Catarina",42,"male",70.9312947880496
"695",2006,"South","Santa Catarina",42,"male",71.1901082127663
"696",2007,"South","Santa Catarina",42,"male",70.9815266243223
"697",2008,"South","Santa Catarina",42,"male",71.6871501374404
"698",2009,"South","Santa Catarina",42,"male",71.4503709556595
"699",2010,"South","Santa Catarina",42,"male",71.9159028126826
"700",2011,"South","Santa Catarina",42,"male",71.8720094423412
"701",2012,"South","Santa Catarina",42,"male",72.7659848229771
"702",2013,"South","Santa Catarina",42,"male",73.0003641200249
"703",2014,"South","Santa Catarina",42,"male",73.3719894831412
"704",2015,"South","Santa Catarina",42,"male",73.4485586642508
"705",2000,"South","Rio Grande do Sul",43,"female",76.3810367018375
"706",2001,"South","Rio Grande do Sul",43,"female",76.8026426011882
"707",2002,"South","Rio Grande do Sul",43,"female",76.9276150439489
"708",2003,"South","Rio Grande do Sul",43,"female",77.1762408092468
"709",2004,"South","Rio Grande do Sul",43,"female",77.2278680201975
"710",2005,"South","Rio Grande do Sul",43,"female",77.8392107780622
"711",2006,"South","Rio Grande do Sul",43,"female",77.873380279937
"712",2007,"South","Rio Grande do Sul",43,"female",77.8893182392101
"713",2008,"South","Rio Grande do Sul",43,"female",78.5286652056291
"714",2009,"South","Rio Grande do Sul",43,"female",78.402251042525
"715",2010,"South","Rio Grande do Sul",43,"female",78.5596843660299
"716",2011,"South","Rio Grande do Sul",43,"female",78.5196452351052
"717",2012,"South","Rio Grande do Sul",43,"female",78.969947116048
"718",2013,"South","Rio Grande do Sul",43,"female",78.8796877320311
"719",2014,"South","Rio Grande do Sul",43,"female",79.4985722033246
"720",2015,"South","Rio Grande do Sul",43,"female",79.7251673142132
"721",2000,"South","Rio Grande do Sul",43,"male",68.7222051596928
"722",2001,"South","Rio Grande do Sul",43,"male",68.9698650259282
"723",2002,"South","Rio Grande do Sul",43,"male",69.2811685114906
"724",2003,"South","Rio Grande do Sul",43,"male",69.3556182455267
"725",2004,"South","Rio Grande do Sul",43,"male",69.4874100411376
"726",2005,"South","Rio Grande do Sul",43,"male",70.221479741024
"727",2006,"South","Rio Grande do Sul",43,"male",70.544970226319
"728",2007,"South","Rio Grande do Sul",43,"male",70.4802366794996
"729",2008,"South","Rio Grande do Sul",43,"male",70.9372533532924
"730",2009,"South","Rio Grande do Sul",43,"male",71.0400238512212
"731",2010,"South","Rio Grande do Sul",43,"male",71.3781933944679
"732",2011,"South","Rio Grande do Sul",43,"male",71.5188466817617
"733",2012,"South","Rio Grande do Sul",43,"male",71.9576842716605
"734",2013,"South","Rio Grande do Sul",43,"male",71.851432631417
"735",2014,"South","Rio Grande do Sul",43,"male",72.2235179332773
"736",2015,"South","Rio Grande do Sul",43,"male",72.7494071534577
"737",2000,"Southeast","Minas Gerais",31,"female",77.3717374096108
"738",2001,"Southeast","Minas Gerais",31,"female",77.4181240898052
"739",2002,"Southeast","Minas Gerais",31,"female",77.7703946005247
"740",2003,"Southeast","Minas Gerais",31,"female",77.3540060768962
"741",2004,"Southeast","Minas Gerais",31,"female",77.5247067187398
"742",2005,"Southeast","Minas Gerais",31,"female",78.070990263295
"743",2006,"Southeast","Minas Gerais",31,"female",77.7000243265745
"744",2007,"Southeast","Minas Gerais",31,"female",78.2555794593861
"745",2008,"Southeast","Minas Gerais",31,"female",78.2872276156052
"746",2009,"Southeast","Minas Gerais",31,"female",78.5349252986135
"747",2010,"Southeast","Minas Gerais",31,"female",78.1899537715409
"748",2011,"Southeast","Minas Gerais",31,"female",78.3955766727226
"749",2012,"Southeast","Minas Gerais",31,"female",78.577305936118
"750",2013,"Southeast","Minas Gerais",31,"female",78.9114710347333
"751",2014,"Southeast","Minas Gerais",31,"female",79.1569526897405
"752",2015,"Southeast","Minas Gerais",31,"female",79.1217290162086
"753",2000,"Southeast","Minas Gerais",31,"male",70.3973993034344
"754",2001,"Southeast","Minas Gerais",31,"male",70.420250848014
"755",2002,"Southeast","Minas Gerais",31,"male",70.888753910055
"756",2003,"Southeast","Minas Gerais",31,"male",70.0525846230059
"757",2004,"Southeast","Minas Gerais",31,"male",70.1071263547873
"758",2005,"Southeast","Minas Gerais",31,"male",70.7056522195112
"759",2006,"Southeast","Minas Gerais",31,"male",70.444055446508
"760",2007,"Southeast","Minas Gerais",31,"male",70.9716870018988
"761",2008,"Southeast","Minas Gerais",31,"male",71.3556891963825
"762",2009,"Southeast","Minas Gerais",31,"male",71.6627095761174
"763",2010,"Southeast","Minas Gerais",31,"male",71.4789696378587
"764",2011,"Southeast","Minas Gerais",31,"male",71.5958495357298
"765",2012,"Southeast","Minas Gerais",31,"male",71.7468313076943
"766",2013,"Southeast","Minas Gerais",31,"male",72.1449917238591
"767",2014,"Southeast","Minas Gerais",31,"male",72.3806742245269
"768",2015,"Southeast","Minas Gerais",31,"male",72.5667205803611
"769",2000,"Southeast","Espírito Santo",32,"female",76.6232620313686
"770",2001,"Southeast","Espírito Santo",32,"female",76.8765917724456
"771",2002,"Southeast","Espírito Santo",32,"female",77.4576782835759
"772",2003,"Southeast","Espírito Santo",32,"female",77.2293878325655
"773",2004,"Southeast","Espírito Santo",32,"female",77.7116254493859
"774",2005,"Southeast","Espírito Santo",32,"female",78.0679464239867
"775",2006,"Southeast","Espírito Santo",32,"female",77.7005502801842
"776",2007,"Southeast","Espírito Santo",32,"female",78.3979054230695
"777",2008,"Southeast","Espírito Santo",32,"female",78.3356801247518
"778",2009,"Southeast","Espírito Santo",32,"female",78.7234917055302
"779",2010,"Southeast","Espírito Santo",32,"female",79.0037248830561
"780",2011,"Southeast","Espírito Santo",32,"female",79.1494598984449
"781",2012,"Southeast","Espírito Santo",32,"female",79.4834475364109
"782",2013,"Southeast","Espírito Santo",32,"female",79.9238803098143
"783",2014,"Southeast","Espírito Santo",32,"female",80.0294788055764
"784",2015,"Southeast","Espírito Santo",32,"female",80.2505901879469
"785",2000,"Southeast","Espírito Santo",32,"male",68.1327659597102
"786",2001,"Southeast","Espírito Santo",32,"male",68.679386151005
"787",2002,"Southeast","Espírito Santo",32,"male",69.2014478040016
"788",2003,"Southeast","Espírito Santo",32,"male",69.1680131344039
"789",2004,"Southeast","Espírito Santo",32,"male",69.3211090900398
"790",2005,"Southeast","Espírito Santo",32,"male",69.782175899212
"791",2006,"Southeast","Espírito Santo",32,"male",69.7022995117063
"792",2007,"Southeast","Espírito Santo",32,"male",70.0569369882369
"793",2008,"Southeast","Espírito Santo",32,"male",69.9661686097337
"794",2009,"Southeast","Espírito Santo",32,"male",70.7551612474767
"795",2010,"Southeast","Espírito Santo",32,"male",70.5278599897466
"796",2011,"Southeast","Espírito Santo",32,"male",71.0644092197272
"797",2012,"Southeast","Espírito Santo",32,"male",71.4785099797496
"798",2013,"Southeast","Espírito Santo",32,"male",72.001796467401
"799",2014,"Southeast","Espírito Santo",32,"male",72.3283497147685
"800",2015,"Southeast","Espírito Santo",32,"male",72.8425442051981
"801",2000,"Southeast","Rio de Janeiro",33,"female",74.8145635250176
"802",2001,"Southeast","Rio de Janeiro",33,"female",74.9580885478965
"803",2002,"Southeast","Rio de Janeiro",33,"female",74.979798199765
"804",2003,"Southeast","Rio de Janeiro",33,"female",75.4449729646927
"805",2004,"Southeast","Rio de Janeiro",33,"female",75.7020182833253
"806",2005,"Southeast","Rio de Janeiro",33,"female",76.3565439568097
"807",2006,"Southeast","Rio de Janeiro",33,"female",76.2701083794527
"808",2007,"Southeast","Rio de Janeiro",33,"female",76.4321930632253
"809",2008,"Southeast","Rio de Janeiro",33,"female",76.407849294286
"810",2009,"Southeast","Rio de Janeiro",33,"female",76.4628968821914
"811",2010,"Southeast","Rio de Janeiro",33,"female",76.4467139686323
"812",2011,"Southeast","Rio de Janeiro",33,"female",76.6450434765298
"813",2012,"Southeast","Rio de Janeiro",33,"female",77.111997617811
"814",2013,"Southeast","Rio de Janeiro",33,"female",77.2161859931156
"815",2014,"Southeast","Rio de Janeiro",33,"female",77.3807585509289
"816",2015,"Southeast","Rio de Janeiro",33,"female",77.4759021561323
"817",2000,"Southeast","Rio de Janeiro",33,"male",65.5114228175103
"818",2001,"Southeast","Rio de Janeiro",33,"male",65.7115683136566
"819",2002,"Southeast","Rio de Janeiro",33,"male",65.6695064716333
"820",2003,"Southeast","Rio de Janeiro",33,"male",66.083432585491
"821",2004,"Southeast","Rio de Janeiro",33,"male",66.4002630825005
"822",2005,"Southeast","Rio de Janeiro",33,"male",67.2388967217567
"823",2006,"Southeast","Rio de Janeiro",33,"male",67.2992306002375
"824",2007,"Southeast","Rio de Janeiro",33,"male",67.482354488464
"825",2008,"Southeast","Rio de Janeiro",33,"male",67.8649988099394
"826",2009,"Southeast","Rio de Janeiro",33,"male",68.2406841814745
"827",2010,"Southeast","Rio de Janeiro",33,"male",68.4761986950044
"828",2011,"Southeast","Rio de Janeiro",33,"male",69.0142459335081
"829",2012,"Southeast","Rio de Janeiro",33,"male",69.5224767479047
"830",2013,"Southeast","Rio de Janeiro",33,"male",69.407562891157
"831",2014,"Southeast","Rio de Janeiro",33,"male",69.7289514273147
"832",2015,"Southeast","Rio de Janeiro",33,"male",70.2235729587366
"833",2000,"Southeast","São Paulo",35,"female",75.870852656271
"834",2001,"Southeast","São Paulo",35,"female",76.5391101862644
"835",2002,"Southeast","São Paulo",35,"female",76.7639175874021
"836",2003,"Southeast","São Paulo",35,"female",76.9974166730545
"837",2004,"Southeast","São Paulo",35,"female",77.1221369899531
"838",2005,"Southeast","São Paulo",35,"female",77.8121161209269
"839",2006,"Southeast","São Paulo",35,"female",77.7324427133521
"840",2007,"Southeast","São Paulo",35,"female",78.1034257093551
"841",2008,"Southeast","São Paulo",35,"female",78.2398787347239
"842",2009,"Southeast","São Paulo",35,"female",78.2752945434914
"843",2010,"Southeast","São Paulo",35,"female",78.3837610289473
"844",2011,"Southeast","São Paulo",35,"female",78.5013314727729
"845",2012,"Southeast","São Paulo",35,"female",78.9369388270443
"846",2013,"Southeast","São Paulo",35,"female",79.0355903539697
"847",2014,"Southeast","São Paulo",35,"female",79.1289241261635
"848",2015,"Southeast","São Paulo",35,"female",79.3074469897185
"849",2000,"Southeast","São Paulo",35,"male",67.0735011001084
"850",2001,"Southeast","São Paulo",35,"male",67.6916608106973
"851",2002,"Southeast","São Paulo",35,"male",68.1244794485366
"852",2003,"Southeast","São Paulo",35,"male",68.6358014736605
"853",2004,"Southeast","São Paulo",35,"male",69.0656707586307
"854",2005,"Southeast","São Paulo",35,"male",70.0477887676006
"855",2006,"Southeast","São Paulo",35,"male",70.3825880853692
"856",2007,"Southeast","São Paulo",35,"male",70.8409295591156
"857",2008,"Southeast","São Paulo",35,"male",71.0234704234428
"858",2009,"Southeast","São Paulo",35,"male",71.2655539755266
"859",2010,"Southeast","São Paulo",35,"male",71.335714170892
"860",2011,"Southeast","São Paulo",35,"male",71.5081656885562
"861",2012,"Southeast","São Paulo",35,"male",71.909500642108
"862",2013,"Southeast","São Paulo",35,"male",72.1892715995763
"863",2014,"Southeast","São Paulo",35,"male",72.5093226804908
"864",2015,"Southeast","São Paulo",35,"male",72.802995618149
